exo-mercat_name,name,host,letter,main_id,binary,ra_official,dec_official,mass,mass_max,mass_min,mass_url,msini,msini_max,msini_min,msini_url,bestmass,bestmass_max,bestmass_min,bestmass_url,bestmass_provenance,p,p_max,p_min,p_url,r,r_max,r_min,r_url,a,a_max,a_min,a_url,e,e_max,e_min,e_url,i,i_max,i_min,i_url,discovery_method,status,status_string,confirmed,discovery_year,final_alias,catalog,angular_separation,angular_separation_flag,binary_mismatch_flag,coordinate_mismatch,coordinate_mismatch_flag,duplicate_flag
TWA 42  b,2MASS J1119-1137 b,2MASS J1119-1137,b,TWA 42,,169.8855833333333,-11.6296389116,3.7,1.2,0.9,eu,,,,,3.7,1.2,0.9,eu,Mass,,,,,,,,,,,,,,,,,,,,,Imaging,CONFIRMED,"oec: CONFIRMED,eu: CONFIRMED",2,2017.0,"WISEA J111932.43-113747.7,WISE J111932.44-113747.6,2MASS J11193254-1137466,TIC 453454626,TWA 42","['eu', 'oec']",[0.0],0,0,,0,0
NAME T Cha B  b,2MASS J1155-7919 b,2MASS J1155-7919,b,NAME T Cha B,,178.769,-79.32,,,,,,,,,,,,,Mass,,,,,,,,,,,,,,,,,,,,,Imaging,CONFIRMED,eu: CONFIRMED,1,2020.0,,['eu'],[0.0003362028006276849],0,0,,0,0
TWA 27  b,2MASS J1207 b,2MASS J12073346-3932539,b,TWA 27,,181.8890906,-39.5484399,5.0,2.0,2.0,2004A&A...425L..29C,,,,,5.0,2.0,2.0,2004A&A...425L..29C,Mass,,,,,,,,,42.0,19.0,2.0,eu,,,,,,,,,Imaging,CONFIRMED,"oec: CONFIRMED,eu: CONFIRMED,nasa: CONFIRMED",3,2004.0,"3346-3932539,WISEA J120733.41-393254.2,2MASS J12073346-3932539,-39,Gaia DR2 3459372646830687104,TWA 27A,2MASSW J1207334-393254,USNO-B1.0 0504-00258166,** CVN   12A,TWA 27,HIDDEN NAME 2M1207A,WISE J120733.42-393254.2,WDS J12076-3933A,HIDDEN NAME 2M1207,2MASS1207-3932 B,TIC 102076870,Gaia DR3 3459372646830687104,2M1207B,DENIS J120733.4-393254","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
ASAS J212528-8138.5  b,2MASS J2126-81 b,TYC 9486-927-1,b,ASAS J212528-8138.5,,321.366666676,-81.64111113,13.3,1.7,1.7,eu,,,,,13.3,1.7,1.7,eu,Mass,,,,,,,,,,,,,,,,,,,,,Imaging,CONFIRMED,eu: CONFIRMED,1,2016.0,"TIC 273305007,V* FT Oct,TYC 9486-927-1,USNO-B1.0 0083-00096332,GSC2 S3103220301,RAVE J212527.5-813828,UCAC4 042-016794,ASAS J212528-8138.5,UCAC2    236341,RBS  1744,2MASS J21252752-8138278,GSC 09486-00927,DENIS J212527.3-813827,DENIS J212527.4-813827,Gaia DR3 6348514275456913792,PM J21254-8138,1RXS J212529.0-813836,Gaia DR2 6348514275456913792",['eu'],[0.0],0,0,,0,0
PM J22364+4751  b,2MASS J22362452+4751425 b,2MASS J22362452+4751425,b,PM J22364+4751,,339.1021891666667,47.86181422222222,12.5,1.5,1.5,2017AJ....153...18B,,,,,12.5,1.5,1.5,2017AJ....153...18B,Mass,,,,,,,,,230.0,20.0,20.0,2017AJ....153...18B,,,,,,,,,Imaging,CONFIRMED,"nasa: CONFIRMED,oec: CONFIRMED",2,2016.0,"2MASS J22362452+4751425,[SLS2012] PYC J22364+4751,PM J22364+4751,Gaia DR2 1986772848034988544,UCAC4 690-119045,HAT 160-04894,TIC 200532605,Gaia DR3 1986772848034988544","['nasa', 'oec']",[0.0],0,0,,0,0
*  30 Ari B B b,30 Ari B b,30 Ari,b,*  30 Ari B,B,39.252181791666665,24.6480103,,,,,13.82,1.8,1.8,2017AJ....153..136S,13.82,1.8,1.8,2017AJ....153..136S,Msini,335.10001,2.5,2.5,2017AJ....153..136S,,,,,1.01,0.01,0.01,oec,0.29,0.09,0.09,2017AJ....153..136S,,,,,Radial Velocity,CONFIRMED,"nasa: CONFIRMED,oec: CONFIRMED",2,2009.0,"HIP 12184,2XMM J023657.7+243852,etis,TIC 22874788,HIP  12184,WEB  2502,ROT   351,Gaia DR3 102082477749475200,HR   764,GCRV  1474,PPM  91830,GEN# +1.00016232,HIC  12184,RX J0236.9+2438,TYC 1771-1397-1,1RXS J023658.1+243859,YZ  24   787,AG+24  226,BD+24   375,STFA 5,GC  3137,AGKR  2288,CCDM J02370+2439B,RBS   333,WDS J02370+2439,Gaia DR1 102082473453701120,HD  16232,GSC 01771-01397,PMSC 02312+2412B,IDS 02312+2413 B,SDSS J023657.78+243852.9,*  30 Ari B,WDS J02370+2439B,HD 16232,[ZEH2003] RX J0236.9+2438  2,SKY#  3893,ADS  1982 B,UBV    2596,Gaia DR2 102082477749475200,uvby98 100016232,2MASS J02365772+2438530,PLX  525,SAO  75470,** STF 4005B","['nasa', 'oec']",[0.0],0,0,,0,0
* pi.02 UMa  b,4 UMa b,4 UMa,b,* pi.02 UMa,,130.0528099,64.3280504,,,,,7.1,1.6,1.6,2007A&A...472..649D,7.1,1.6,1.6,2007A&A...472..649D,Msini,269.3,1.96,1.96,2007A&A...472..649D,,,,,0.87,0.04,0.04,2007A&A...472..649D,0.432,0.024,0.024,2007A&A...472..649D,,,,,Radial Velocity,CONFIRMED,"nasa: CONFIRMED,eu: CONFIRMED,oec: CONFIRMED",3,2006.0,"Pi-2 Ursae Majoris,GCRV  5681,AP J08401279+6419405,GSC 04130-02355,* pi.02 UMa,Gaia DR2 1092230803510960640,BD+64 698,SKY# 16598,WEB  8197,PLX 2050.00,UBV M  14493,Gaia DR3 1092230803512999424,PLX 2050,HD 73108,GC 11850,HIP  42527,UBV    8169,SAO 14616,HR  3403,GEN# +1.00073108,2MASS J08401279+6419405,IRC +60188,RAFGL 1277S,HR 3404,ROT  1355,π2 Ursae Majoris,PMC 90-93  1279,BD+64   698,*   4 UMa,SAO  14616,FK5 2677,pi.02 UMa,HD  73108,HIP 42527,AG+64  433,PPM  16713,TYC 4130-2355-1,IRAS 08358+6430,TIC 356478817,HIC  42527,JP11  1688,4 Ursae Majoris","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
*  42 Dra  b,42 Dra b,42 Dra,b,*  42 Dra,,276.49640558333334,65.5636111,,,,,3.88,0.85,0.85,2009A&A...499..935D,3.88,0.85,0.85,2009A&A...499..935D,Msini,479.1,6.2,6.2,2009A&A...499..935D,,,,,1.19,0.01,0.01,2009A&A...499..935D,0.38,0.06,0.06,2009A&A...499..935D,,,,,Radial Velocity,CONFIRMED,"nasa: CONFIRMED,eu: CONFIRMED,oec: CONFIRMED",3,2008.0,"SAO  17888,Gaia DR2 2256800156348230400,GSC 04222-02311,SKY# 33665,UBV M  23008,SAO 17888,WEB 15466,IRC +70145,AP J18255915+6533486,AG+65  891,ROT  2615,HR 6945,JP11  2985,PLX 4258,BD+65 1271,HIP  90344,PLX 4258.00,PMC 90-93  1412,HD 170693,HIP 90344,TD1 22583,FK5 3465,IRAS 18258+6531,GCRV 10941,TYC 4222-2311-1,RAFGL 5240S,GC 25212,Fafnir,*  42 Dra,NAME Fafnir,PPM  20916,BD+65  1271,HIC  90344,UBV   15739,conis,2MASS J18255915+6533486,TIC 233721425,GEN# +1.00170693,HR  6945,Gaia DR3 2256800156349110528","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
*  44 UMa  b,44 UMa b,44 UMa,b,*  44 UMa,,163.391666678,65.585000013,,,,,12.11,0.2,0.85,eu,12.11,0.2,0.85,eu,Msini,785.74,4.8,4.77,eu,,,,,2.16,0.02,0.06,eu,0.11,0.06,0.06,eu,,,,,Radial Velocity,CONFIRMED,eu: CONFIRMED,1,2020.0,"PPM  32845,DO 33476,BD+55  1418,TYC 3823-1032-1,UBV M  16579,PLX 2531.00,AP J10533444+5435064,AG+54  787,HIP  53261,GC 14962,YZ  54  6532,Gaia DR1 849917884066414592,Gaia DR3 849917888362404224,HD  94247,GCRV  6746,GEN# +1.00094247,Gaia DR2 849917888362404224,TIC 302668272,SKY# 20853,ROT  1622,HIC  53261,WEB  9671,IRAS 10505+5451,UBV    9984,GSC 03823-01032,HR  4246,*  44 UMa,2MASS J10533444+5435064,FK5 2869,SAO  27815,IRC +50205,uvby98 100094247,PLX 2531",['eu'],[0.0],0,0,,0,0
*  47 UMa  b,47 UMa b,47 UMa,b,*  47 UMa,,164.8708333,40.43025561111111,,,,,2.53,0.07,0.06,2010MNRAS.403..731G,2.53,0.07,0.06,2010MNRAS.403..731G,Msini,1078.0,2.0,2.0,2010MNRAS.403..731G,,,,,2.1,0.02,0.02,2010MNRAS.403..731G,0.032,0.014,0.014,2010MNRAS.403..731G,,,,,Radial Velocity,CONFIRMED,"oec: CONFIRMED,eu: CONFIRMED,nasa: CONFIRMED",3,1996.0,"HD 95128,HR 4277,IRAS 10566+4041,HIC  53721,PLX 2556,GJ   407,LTT 12934,BD+41  2147,UBV   10048,WISEA J105927.66+402549.4,NAME Chalawan,Chalawan,GC 15087,FK5 1282,GEN# +1.00095128,uvby98 100095128,SPOCS  472,AG+40 1169,TD1 15274,NLTT 25907,SAO 43557,USNO-B1.0 1304-00213272,TYC 3009-2703-1,N30 2582,ASCC  407446,SAO  43557,TIC 21535479,UBV M  16684,BD+41 2147,2MASS J10592802+4025485,PLX 2556.00,HIP  53721,HIP 53721,*  47 UMa,PPM  52175,HD  95128,GJ 407,47 Ursae Majoris,Gaia DR3 777254360337133312,GCRV  6790,Gaia DR2 777254360337133312,LSPM J1059+4025,HR  4277,PMC 90-93   883,SKY# 21001,WEB  9731,ROT  1637","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
*  47 UMa  c,47 UMa c,47 UMa,c,*  47 UMa,,164.86655341666665,40.4304931,,,,,0.54,0.066,0.073,2010MNRAS.403..731G,0.54,0.066,0.073,2010MNRAS.403..731G,Msini,2391.0,100.0,87.0,2010MNRAS.403..731G,,,,,3.6,0.1,0.1,2010MNRAS.403..731G,0.098,0.047,0.096,2010MNRAS.403..731G,,,,,Radial Velocity,CONFIRMED,"nasa: CONFIRMED,oec: CONFIRMED,eu: CONFIRMED",3,2001.0,"HD 95128,HR 4277,IRAS 10566+4041,HIC  53721,PLX 2556,GJ   407,LTT 12934,BD+41  2147,UBV   10048,WISEA J105927.66+402549.4,NAME Chalawan,Chalawan,GC 15087,FK5 1282,GEN# +1.00095128,uvby98 100095128,SPOCS  472,AG+40 1169,TD1 15274,NLTT 25907,SAO 43557,USNO-B1.0 1304-00213272,TYC 3009-2703-1,N30 2582,ASCC  407446,SAO  43557,TIC 21535479,UBV M  16684,BD+41 2147,2MASS J10592802+4025485,PLX 2556.00,HIP  53721,HIP 53721,*  47 UMa,PPM  52175,HD  95128,GJ 407,47 Ursae Majoris,Gaia DR3 777254360337133312,GCRV  6790,Gaia DR2 777254360337133312,LSPM J1059+4025,HR  4277,PMC 90-93   883,SKY# 21001,WEB  9731,ROT  1637","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
*  47 UMa  d,47 UMa d,47 UMa,d,*  47 UMa,,164.8708333,40.43025561111111,,,,,1.64,0.29,0.48,2010MNRAS.403..731G,1.64,0.29,0.48,2010MNRAS.403..731G,Msini,14002.0,4018.0,5095.0,2010MNRAS.403..731G,,,,,11.6,2.1,2.9,2010MNRAS.403..731G,0.16,0.09,0.16,2010MNRAS.403..731G,,,,,Radial Velocity,CONFIRMED,"oec: CONFIRMED,eu: CONFIRMED,nasa: CONFIRMED",3,2009.0,"HD 95128,HR 4277,IRAS 10566+4041,HIC  53721,PLX 2556,GJ   407,LTT 12934,BD+41  2147,UBV   10048,WISEA J105927.66+402549.4,NAME Chalawan,Chalawan,GC 15087,FK5 1282,GEN# +1.00095128,uvby98 100095128,SPOCS  472,AG+40 1169,TD1 15274,NLTT 25907,SAO 43557,USNO-B1.0 1304-00213272,TYC 3009-2703-1,N30 2582,ASCC  407446,SAO  43557,TIC 21535479,UBV M  16684,BD+41 2147,2MASS J10592802+4025485,PLX 2556.00,HIP  53721,HIP 53721,*  47 UMa,PPM  52175,HD  95128,GJ 407,47 Ursae Majoris,Gaia DR3 777254360337133312,GCRV  6790,Gaia DR2 777254360337133312,LSPM J1059+4025,HR  4277,PMC 90-93   883,SKY# 21001,WEB  9731,ROT  1637","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
*  51 Eri  b,51 Eri b,51 Eri,b,*  51 Eri,,69.40055141666667,-2.4738245,2.6,0.3,0.3,eu,,,,,2.6,0.3,0.3,eu,Mass,11688.0,6209.25,3287.25,2019A&A...624A.118M,1.11,0.16,0.13,eu,13.2,0.2,0.2,2015Sci...350...64M,0.49,0.15,0.15,eu,136.0,11.0,11.0,eu,Imaging,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED,oec: CONFIRMED",3,2015.0,"HIP 21547,N30  970,PLX 1023.00,** BU   88A,** WAL   32A,UBV    4463,TD1  3393,Gaia DR2 3205095125321700480,WAL 32,TIC 298810162,HD  29391,CEL    446,IDS 04326-0240 A,WDS J04376-0228A,PPM 187138,WISE J043736.16-022825.2,ADS  3350 A,PLX 1023,* c Eri,HR  1474,2MASS J04373613-0228248,GC  5635,2RE J0437-022,WDS J04376-0228,SAO 131358,UBV M  10247,CCDM J04376-0228A,BD-02   963,GSC 04739-01551,IRAS 04350-0234,WISEA J043736.16-022825.1,Gaia DR3 3205095125321700480,HIP  21547,WEB  4136,YZ  92  1216,GCRV  2706,SKY#  7180,YPAC 355,2RE J043736-022840,TYC 4739-1551-1,uvby98 100029391,*  51 Eri,GEN# +1.00029391,GPM  69.400444-02.473392,ROT   662,HIC  21547,CSI-02   963  1,HD 29391","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
*  51 Peg  b,51 Peg b,51 Peg,b,*  51 Peg,,344.3675399,20.76882838888889,0.46,0.06,0.01,2015A&A...576A.134M,0.46,0.01,0.06,eu,0.46,0.06,0.01,2015A&A...576A.134M,Mass,4.230785,3.6e-05,3.6e-05,2006ApJ...646..505B,1.9,0.3,0.3,eu,0.0527,0.003,0.003,2006ApJ...646..505B,0.013,0.012,0.012,2006ApJ...646..505B,80.0,10.0,19.0,2015A&A...576A.134M,Radial Velocity,CONFIRMED,"nasa: CONFIRMED,eu: CONFIRMED,oec: CONFIRMED",3,1995.0,"PPM 114985,Gaia DR2 2835207319109249920,WDS J22575+2046A,NAME Helvetios,LSPM J2257+2046,AG+20 2595,BD+19 5036,NSV 14374,TYC 1717-2193-1,HD 217014,LTT 16750,PLX 5568,uvby98 100217014,YPAC 218,SAO  90896,HR  8729,SPOCS  990,NLTT 55385,HR 8729,USNO-B1.0 1107-00589893,ASCC  826013,Helvetios,GJ 882,GEN# +1.00217014,HIP 113357,*  51 Peg,UBV M  26734,TIC 139298196,YZ   0  1227,N30 5052,AKARI-IRC-V1 J2257280+204608,Gaia DR3 2835207319109249920,ROT  3341,TD1 29480,HIC 113357,YZ  20  9382,2MASS J22572795+2046077,GCRV 14411,GC 32003,WEB 20165,SKY# 43603,BD+19  5036,SAO 90896,IRAS 22550+2030,CSV 102222,** RBR   21A,UBV   19678,GJ   882,PLX 5568.00,JP11  3558","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
* rho01 Cnc A b,55 Cnc b,55 Cnc,b,* rho01 Cnc,A,133.1541667,28.330821361490557,0.8306,0.0033,0.0033,2015MNRAS.446.1493B,0.8036,0.0092,0.0091,oec,0.8306,0.0033,0.0033,2015MNRAS.446.1493B,Mass,14.6516,0.0001,0.0001,2018A&A...619A...1B,,,,,0.11339,0.00011,0.00011,eu,0.0,0.01,0.01,2018A&A...619A...1B,89.73,24.49,24.54,2014MNRAS.441..442N,Radial Velocity,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED,oec: CONFIRMED",3,1996.0,"NLTT 20414,PPM  99117,WEB  8400,GC 12244,55 Cancri,** LDS 6219A,[B10]  2380,GEN# +1.00075732A,ρ1 Cnc,GJ 324,PLX 2117,PM 08496+2831A,2MASS J08523579+2819509,HR  3522,HD  75732,YPAC 155,HIC  43587,AKARI-IRC-V1 J0852355+281949,YZ  28  4722,ρ¹ Cnc,Rho¹ Cnc,HIP 43587,LDS 6219 AB,TYC 1949-2012-1,LFT  609,Rho-1 Cnc,ρ¹ Cancri,AG+28  954,SPOCS  407,UBV    8589,Gaia DR3 704967037090946688,LTT 12310,UBV M  14808,ρ1 Cancri,BD+28  1660,Gaia DR2 704967037090946688,TIC 332064670,HIP  43587,LHS  2062,GJ   324 A,SAO  80478,IRAS 08496+2831,*  55 Cnc,TOI-1773,rho01 Cnc,N30 2085,USNO-B1.0 1183-00181854,HD 75732,GCRV  5843,BD+28  1660A,* rho Cnc,* rho01 Cnc,BD+28 1660,ASCC  678466,CSI+28  1660  1,SKY# 17095,uvby98 100075732 A,WDS J08526+2820A,LSPM J0852+2819,JP11  1727,PM 08496+2831,WISEA J085235.41+281948.5,rho01 Cancri,Ci 20  494,Rho-1 Cancri,NAME Copernicus,Rho¹ Cancri,WDS J08526+2820 AB","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
* rho01 Cnc A c,55 Cnc c,55 Cnc,c,* rho01 Cnc,A,133.1468373,28.3338889,0.1714,0.0055,0.0055,2015MNRAS.446.1493B,0.1611,0.004,0.004,oec,0.1611,0.004,0.004,oec,Msini,44.3989,0.0042,0.0043,2018A&A...619A...1B,,,,,0.23735,0.00024,0.00024,eu,0.072,0.013,0.014,eu,89.73,24.49,24.54,2014MNRAS.441..442N,Radial Velocity,CONFIRMED,"nasa: CONFIRMED,oec: CONFIRMED,eu: CONFIRMED",3,2002.0,"NLTT 20414,PPM  99117,WEB  8400,GC 12244,55 Cancri,** LDS 6219A,[B10]  2380,GEN# +1.00075732A,ρ1 Cnc,GJ 324,PLX 2117,PM 08496+2831A,2MASS J08523579+2819509,HR  3522,HD  75732,YPAC 155,HIC  43587,AKARI-IRC-V1 J0852355+281949,YZ  28  4722,ρ¹ Cnc,Rho¹ Cnc,HIP 43587,LDS 6219 AB,TYC 1949-2012-1,LFT  609,Rho-1 Cnc,ρ¹ Cancri,AG+28  954,SPOCS  407,UBV    8589,Gaia DR3 704967037090946688,LTT 12310,UBV M  14808,ρ1 Cancri,BD+28  1660,Gaia DR2 704967037090946688,TIC 332064670,HIP  43587,LHS  2062,GJ   324 A,SAO  80478,IRAS 08496+2831,*  55 Cnc,TOI-1773,rho01 Cnc,N30 2085,USNO-B1.0 1183-00181854,HD 75732,GCRV  5843,BD+28  1660A,* rho Cnc,* rho01 Cnc,BD+28 1660,ASCC  678466,CSI+28  1660  1,SKY# 17095,uvby98 100075732 A,WDS J08526+2820A,LSPM J0852+2819,JP11  1727,PM 08496+2831,WISEA J085235.41+281948.5,rho01 Cancri,Ci 20  494,Rho-1 Cancri,NAME Copernicus,Rho¹ Cancri,WDS J08526+2820 AB","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
* rho01 Cnc A d,55 Cnc d,55 Cnc,d,* rho01 Cnc,A,133.1541667,28.330821361490557,3.878,0.068,0.068,2015MNRAS.446.1493B,3.84,0.08,0.08,eu,3.878,0.068,0.068,2015MNRAS.446.1493B,Mass,5574.2,5.0,5.0,eu,,,,,5.446,0.02,0.02,eu,0.13,0.02,0.02,2018A&A...619A...1B,89.73,24.49,24.54,2014MNRAS.441..442N,Radial Velocity,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED,oec: CONFIRMED",3,2002.0,"NLTT 20414,PPM  99117,WEB  8400,GC 12244,55 Cancri,** LDS 6219A,[B10]  2380,GEN# +1.00075732A,ρ1 Cnc,GJ 324,PLX 2117,PM 08496+2831A,2MASS J08523579+2819509,HR  3522,HD  75732,YPAC 155,HIC  43587,AKARI-IRC-V1 J0852355+281949,YZ  28  4722,ρ¹ Cnc,Rho¹ Cnc,HIP 43587,LDS 6219 AB,TYC 1949-2012-1,LFT  609,Rho-1 Cnc,ρ¹ Cancri,AG+28  954,SPOCS  407,UBV    8589,Gaia DR3 704967037090946688,LTT 12310,UBV M  14808,ρ1 Cancri,BD+28  1660,Gaia DR2 704967037090946688,TIC 332064670,HIP  43587,LHS  2062,GJ   324 A,SAO  80478,IRAS 08496+2831,*  55 Cnc,TOI-1773,rho01 Cnc,N30 2085,USNO-B1.0 1183-00181854,HD 75732,GCRV  5843,BD+28  1660A,* rho Cnc,* rho01 Cnc,BD+28 1660,ASCC  678466,CSI+28  1660  1,SKY# 17095,uvby98 100075732 A,WDS J08526+2820A,LSPM J0852+2819,JP11  1727,PM 08496+2831,WISEA J085235.41+281948.5,rho01 Cancri,Ci 20  494,Rho-1 Cancri,NAME Copernicus,Rho¹ Cancri,WDS J08526+2820 AB","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
* rho01 Cnc A e,55 Cnc e,55 Cnc,e,* rho01 Cnc,A,133.1541667,28.330821361490557,0.0251,0.001,0.001,oec,,,,,0.0251,0.001,0.001,oec,Mass,0.7365474,1.3e-06,1.4e-06,2018A&A...619A...1B,0.16728,0.00259,0.00259,oec,0.015439,1.5e-05,1.5e-05,eu,0.05,0.03,0.03,2018A&A...619A...1B,83.59,0.47,0.44,2018A&A...619A...1B,NA,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED,oec: CONFIRMED",3,2004.0,"NLTT 20414,PPM  99117,WEB  8400,GC 12244,55 Cancri,** LDS 6219A,[B10]  2380,GEN# +1.00075732A,ρ1 Cnc,GJ 324,PLX 2117,PM 08496+2831A,2MASS J08523579+2819509,HR  3522,HD  75732,YPAC 155,HIC  43587,AKARI-IRC-V1 J0852355+281949,YZ  28  4722,ρ¹ Cnc,Rho¹ Cnc,HIP 43587,LDS 6219 AB,TYC 1949-2012-1,LFT  609,Rho-1 Cnc,ρ¹ Cancri,AG+28  954,SPOCS  407,UBV    8589,Gaia DR3 704967037090946688,LTT 12310,UBV M  14808,ρ1 Cancri,BD+28  1660,Gaia DR2 704967037090946688,TIC 332064670,HIP  43587,LHS  2062,GJ   324 A,SAO  80478,IRAS 08496+2831,*  55 Cnc,TOI-1773,rho01 Cnc,N30 2085,USNO-B1.0 1183-00181854,HD 75732,GCRV  5843,BD+28  1660A,* rho Cnc,* rho01 Cnc,BD+28 1660,ASCC  678466,CSI+28  1660  1,SKY# 17095,uvby98 100075732 A,WDS J08526+2820A,LSPM J0852+2819,JP11  1727,PM 08496+2831,WISEA J085235.41+281948.5,rho01 Cancri,Ci 20  494,Rho-1 Cancri,NAME Copernicus,Rho¹ Cancri,WDS J08526+2820 AB","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
* rho01 Cnc A f,55 Cnc f,55 Cnc,f,* rho01 Cnc,A,133.1468373,28.330821361490557,0.141,0.012,0.012,2015MNRAS.446.1493B,0.1503,0.0076,0.0076,oec,0.1503,0.0076,0.0076,oec,Msini,259.88,0.29,0.29,2018A&A...619A...1B,,,,,0.7733,0.001,0.001,eu,0.08,0.05,0.04,2018A&A...619A...1B,89.73,24.49,24.54,2014MNRAS.441..442N,Radial Velocity,CONFIRMED,"nasa: CONFIRMED,eu: CONFIRMED,oec: CONFIRMED",3,2007.0,"NLTT 20414,PPM  99117,WEB  8400,GC 12244,55 Cancri,** LDS 6219A,[B10]  2380,GEN# +1.00075732A,ρ1 Cnc,GJ 324,PLX 2117,PM 08496+2831A,2MASS J08523579+2819509,HR  3522,HD  75732,YPAC 155,HIC  43587,AKARI-IRC-V1 J0852355+281949,YZ  28  4722,ρ¹ Cnc,Rho¹ Cnc,HIP 43587,LDS 6219 AB,TYC 1949-2012-1,LFT  609,Rho-1 Cnc,ρ¹ Cancri,AG+28  954,SPOCS  407,UBV    8589,Gaia DR3 704967037090946688,LTT 12310,UBV M  14808,ρ1 Cancri,BD+28  1660,Gaia DR2 704967037090946688,TIC 332064670,HIP  43587,LHS  2062,GJ   324 A,SAO  80478,IRAS 08496+2831,*  55 Cnc,TOI-1773,rho01 Cnc,N30 2085,USNO-B1.0 1183-00181854,HD 75732,GCRV  5843,BD+28  1660A,* rho Cnc,* rho01 Cnc,BD+28 1660,ASCC  678466,CSI+28  1660  1,SKY# 17095,uvby98 100075732 A,WDS J08526+2820A,LSPM J0852+2819,JP11  1727,PM 08496+2831,WISEA J085235.41+281948.5,rho01 Cancri,Ci 20  494,Rho-1 Cancri,NAME Copernicus,Rho¹ Cancri,WDS J08526+2820 AB","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
*   6 Lyn  b,6 Lyn b,6 Lyn,b,*   6 Lyn,,97.6960311,58.1611753,,,,,2.01,0.077,0.077,2019AJ....157..149L,2.01,0.077,0.077,2019AJ....157..149L,Msini,934.3,8.6,8.6,2019AJ....157..149L,,,,,2.18,0.05,0.06,oec,0.073,0.036,0.036,2019AJ....157..149L,2.0,79.0,1.0,oec,Radial Velocity,CONFIRMED,"nasa: CONFIRMED,oec: CONFIRMED,eu: CONFIRMED",3,2008.0,"2MASS J06304711+5809453,PPM  30486,HD 45410,GEN# +1.00045410,HD  45410,HIP  31039,AG+58  545,N30 1407,UBV M  12104,IDS 06220+5814 A,UBV    6436,uvby98 100045410,IRAS 06264+5811,Gaia DR2 1004358968092652544,HR 2331,SAO 25771,DO 30475,[B10]  1627,BD+58   932,LTT 11856,WDS J06308+5810A,CCDM J06309+5810A,cis,PLX 1499,Gaia DR3 1004358968092652544,TIC 444865362,AP J06304711+5809453,NLTT 16571,WEB  6178,BD+58 932,CSI+58   932  1,SPOCS 2671,USNO-B1.0 1481-00215981,GCRV  4140,SKY# 11231,GC  8416,*   6 Lyn,PLX 1499.00,HIP 31039,TYC 3777-2071-1,HIC  31039,SAO  25771,UCAC4 741-044033,ASCC  182129,YZ  58  4530,LSPM J0630+5809,HR  2331","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
*  61 Cyg  b,61 Cyg b,61 Cyg,b,*  61 Cyg,,316.725000018,38.749444472,,,,,,,,,,,,,Mass,,,,,,,,,15.0,5.0,5.0,eu,,,,,,,,,Astrometry,CONFIRMED,eu: CONFIRMED,1,,"UBV   18287,ADS 14636 AB,CSI+38  4343  3,2E  4446,FK5  793,WDS J21069+3845AB,** STF 2758AB,IDS 21024+3815 AB,IRAS S21048+3831,*  61 Cyg,GEN# +1.00201091,CCDM J21069+3844AB,PPM  86047,2E 2104.8+3831",['eu'],[0.0],0,0,,0,0
